frame,t_sec,has_obs,n_joints,bodyHeight,head_p,head_x,head_y,head_z,cSho_p,cSho_x,cSho_y,cSho_z,lSho_p,lSho_x,lSho_y,lSho_z,rSho_p,rSho_x,rSho_y,rSho_z,lElb_p,lElb_x,lElb_y,lElb_z,rElb_p,rElb_x,rElb_y,rElb_z,lWri_p,lWri_x,lWri_y,lWri_z,rWri_p,rWri_x,rWri_y,rWri_z,lHip_p,lHip_x,lHip_y,lHip_z,rHip_p,rHip_x,rHip_y,rHip_z,root_p,root_x,root_y,root_z
568,18.967,1,11,1.8000,1,0.0112,0.6654,0.0886,1,-0.0007,0.5489,0.0571,1,0.1717,0.5343,0.0649,1,-0.1732,0.5328,0.0592,1,0.3668,0.2949,-0.0042,1,-0.3561,0.2745,0.0593,1,0.5541,0.2114,0.1344,1,-0.3525,0.0600,0.1828,1,0.1565,0.0000,-0.0000,1,-0.1565,-0.0000,0.0000,1,0.0000,0.0000,0.0000
576,19.233,1,11,1.8000,1,0.0487,0.6705,0.0531,1,0.0337,0.5519,0.0321,1,0.1965,0.4973,0.0552,1,-0.1360,0.5273,0.0084,1,0.2945,0.1967,0.0690,1,-0.2780,0.2493,-0.0440,1,0.3576,-0.0324,0.1384,1,-0.2950,0.0162,0.0373,1,0.1565,0.0000,0.0000,1,-0.1565,-0.0000,-0.0000,1,0.0000,0.0000,0.0000
584,19.500,1,11,1.8000,1,0.1375,0.6509,0.0851,1,0.1075,0.5403,0.0456,1,0.2722,0.4926,0.0700,1,-0.0647,0.5210,0.0458,1,0.3143,0.1896,0.1511,1,-0.2402,0.2593,0.0748,1,0.2862,-0.0108,0.2937,1,-0.2492,0.0417,0.1925,1,0.1565,-0.0000,0.0000,1,-0.1565,0.0000,-0.0000,1,0.0000,0.0000,0.0000
592,19.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,20.033,1,11,1.8000,1,0.0333,0.6584,0.1022,1,0.0238,0.5501,0.0484,1,0.1919,0.5172,0.0747,1,-0.1465,0.5284,0.0262,1,0.3298,0.2335,0.1011,1,-0.3299,0.2775,-0.0339,1,0.3916,0.0640,0.2705,1,-0.3609,0.0387,0.0234,1,0.1565,0.0000,-0.0000,1,-0.1565,-0.0000,0.0000,1,0.0000,0.0000,0.0000
608,20.300,1,11,1.8000,1,0.0577,0.6655,0.0742,1,0.0443,0.5504,0.0384,1,0.2107,0.5072,0.0597,1,-0.1257,0.5179,0.0335,1,0.3364,0.2182,0.0312,1,-0.2968,0.2516,0.0343,1,0.3678,-0.0089,0.1245,1,-0.3424,0.0217,0.1138,1,0.1565,0.0000,0.0000,1,-0.1565,-0.0000,-0.0000,1,0.0000,0.0000,0.0000
616,20.567,1,11,1.8000,1,-0.0114,0.6613,0.1001,1,-0.0095,0.5496,0.0529,1,0.1610,0.5278,0.0739,1,-0.1735,0.4942,0.0585,1,0.2826,0.2356,0.0752,1,-0.2941,0.2060,0.1094,1,0.2736,0.0086,0.1732,1,-0.2834,-0.0202,0.2093,1,0.1565,0.0000,0.0000,1,-0.1565,-0.0000,-0.0000,1,0.0000,0.0000,0.0000
624,20.833,1,11,1.8000,1,-0.0291,0.6522,0.1288,1,-0.0252,0.5439,0.0743,1,0.1428,0.5322,0.1144,1,-0.1881,0.4901,0.0984,1,0.2269,0.2426,0.2106,1,-0.2961,0.2282,0.2395,1,0.1325,0.0681,0.3586,1,-0.2328,0.0477,0.3965,1,0.1565,-0.0000,-0.0000,1,-0.1565,-0.0000,-0.0000,1,0.0000,0.0000,0.0000
632,21.100,1,11,1.8000,1,-0.0430,0.6447,0.1465,1,-0.0300,0.5379,0.0904,1,0.1311,0.5197,0.1512,1,-0.1956,0.4914,0.1113,1,0.1481,0.2373,0.2930,1,-0.2698,0.2334,0.2789,1,0.0063,0.0937,0.4364,1,-0.1935,0.0922,0.4673,1,0.1565,0.0000,0.0000,1,-0.1565,-0.0000,-0.0000,1,0.0000,0.0000,0.0000
640,21.367,1,11,1.8000,1,-0.0839,0.6511,0.1201,1,-0.0629,0.5393,0.0779,1,0.1009,0.5312,0.1337,1,-0.2264,0.4866,0.0996,1,0.2108,0.2682,0.2713,1,-0.3232,0.2243,0.2480,1,0.2105,0.0759,0.4272,1,-0.2990,0.0619,0.4332,1,0.1565,0.0000,0.0000,1,-0.1565,-0.0000,-0.0000,1,0.0000,0.0000,0.0000
648,21.633,1,11,1.8000,1,-0.2153,0.6267,0.0958,1,-0.1659,0.5212,0.0621,1,-0.0090,0.5394,0.1331,1,-0.3236,0.4499,0.0693,1,0.1161,0.3051,0.3052,1,-0.3788,0.1589,0.1808,1,0.1617,0.1286,0.4726,1,-0.3596,-0.0551,0.3037,1,0.1565,0.0000,-0.0000,1,-0.1565,0.0000,0.0000,1,0.0000,0.0000,0.0000
656,21.900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
