frame,t_sec,has_obs,n_joints,bodyHeight,head_p,head_x,head_y,head_z,cSho_p,cSho_x,cSho_y,cSho_z,lSho_p,lSho_x,lSho_y,lSho_z,rSho_p,rSho_x,rSho_y,rSho_z,lElb_p,lElb_x,lElb_y,lElb_z,rElb_p,rElb_x,rElb_y,rElb_z,lWri_p,lWri_x,lWri_y,lWri_z,rWri_p,rWri_x,rWri_y,rWri_z,lHip_p,lHip_x,lHip_y,lHip_z,rHip_p,rHip_x,rHip_y,rHip_z,root_p,root_x,root_y,root_z
201,6.733,1,11,1.8000,1,0.1149,0.6474,0.1087,1,0.0984,0.5401,0.0545,1,0.2590,0.4754,0.0546,1,-0.0734,0.5251,0.0705,1,0.3088,0.1669,0.0044,1,-0.2594,0.2691,0.0792,1,0.2773,-0.0665,0.0805,1,-0.3787,0.0544,0.1096,1,0.1565,0.0000,-0.0000,1,-0.1565,0.0000,0.0000,1,0.0000,0.0000,0.0000
204,6.833,1,11,1.8000,1,0.1527,0.6380,0.1180,1,0.1196,0.5339,0.0654,1,0.2770,0.4617,0.0597,1,-0.0524,0.5399,0.0847,1,0.3208,0.1499,0.0278,1,-0.2710,0.3130,0.0542,1,0.3044,-0.0855,0.1023,1,-0.3736,0.0922,0.0983,1,0.1565,0.0000,-0.0000,1,-0.1565,-0.0000,0.0000,1,0.0000,0.0000,0.0000
207,6.933,1,11,1.8000,1,0.1008,0.6534,0.0955,1,0.0844,0.5448,0.0441,1,0.2485,0.4894,0.0400,1,-0.0881,0.5348,0.0555,1,0.3118,0.1830,-0.0077,1,-0.2459,0.2605,0.0555,1,0.3220,-0.0429,0.0930,1,-0.3267,0.0362,0.1222,1,0.1565,-0.0000,0.0000,1,-0.1565,0.0000,-0.0000,1,0.0000,0.0000,0.0000
210,7.033,1,11,1.8000,1,0.0587,0.6620,0.0844,1,0.0458,0.5502,0.0391,1,0.2111,0.4984,0.0367,1,-0.1250,0.5296,0.0589,1,0.2977,0.1947,0.0157,1,-0.2369,0.2365,0.1009,1,0.3231,-0.0106,0.1515,1,-0.2309,0.0049,0.1879,1,0.1565,0.0000,0.0000,1,-0.1565,-0.0000,-0.0000,1,0.0000,0.0000,0.0000
213,7.133,1,11,1.8000,1,0.0442,0.6659,0.0777,1,0.0318,0.5507,0.0416,1,0.2039,0.5317,0.0409,1,-0.1333,0.5176,0.0821,1,0.3367,0.2478,0.0851,1,-0.2097,0.2325,0.1963,1,0.3207,0.0060,0.1351,1,-0.1595,0.0178,0.3088,1,0.1565,0.0000,-0.0000,1,-0.1565,-0.0000,0.0000,1,-0.0000,0.0000,0.0000
216,7.233,1,11,1.8000,1,0.0312,0.6661,0.0802,1,0.0213,0.5510,0.0432,1,0.1931,0.5294,0.0405,1,-0.1424,0.5152,0.0872,1,0.3289,0.2459,0.0775,1,-0.2123,0.2327,0.2115,1,0.3089,0.0046,0.1285,1,-0.1395,0.0262,0.3268,1,0.1565,0.0000,0.0000,1,-0.1565,-0.0000,-0.0000,1,-0.0000,0.0000,0.0000
219,7.333,1,11,1.8000,1,0.0358,0.6656,0.0816,1,0.0247,0.5507,0.0443,1,0.1957,0.5232,0.0397,1,-0.1392,0.5129,0.0854,1,0.3211,0.2332,0.0593,1,-0.2076,0.2247,0.1969,1,0.3056,-0.0081,0.1120,1,-0.1411,0.0119,0.3044,1,0.1565,-0.0000,0.0000,1,-0.1565,0.0000,-0.0000,1,-0.0000,0.0000,0.0000
222,7.433,1,11,1.8000,1,0.0099,0.6647,0.0880,1,0.0049,0.5509,0.0466,1,0.1749,0.5177,0.0500,1,-0.1621,0.5247,0.0842,1,0.2842,0.2238,0.0934,1,-0.2074,0.2402,0.2153,1,0.2564,-0.0104,0.1684,1,-0.1133,0.0347,0.3160,1,0.1565,-0.0000,0.0000,1,-0.1565,0.0000,-0.0000,1,-0.0000,0.0000,0.0000
225,7.533,1,11,1.8000,1,0.0212,0.6590,0.1079,1,0.0139,0.5485,0.0584,1,0.1839,0.5154,0.0624,1,-0.1531,0.5219,0.0958,1,0.2885,0.2195,0.1028,1,-0.1989,0.2304,0.2103,1,0.2530,-0.0122,0.1824,1,-0.1037,0.0235,0.3072,1,0.1565,-0.0000,-0.0000,1,-0.1565,0.0000,0.0000,1,-0.0000,0.0000,0.0000
228,7.633,1,11,1.8000,1,0.0294,0.6602,0.1025,1,0.0196,0.5490,0.0549,1,0.1867,0.5036,0.0525,1,-0.1477,0.5154,0.0847,1,0.2877,0.2041,0.0363,1,-0.1998,0.2082,0.1398,1,0.2604,-0.0277,0.1185,1,-0.1339,-0.0154,0.2230,1,0.1565,-0.0000,-0.0000,1,-0.1565,0.0000,0.0000,1,-0.0000,0.0000,0.0000
