frame,t_sec,has_obs,n_joints,bodyHeight,head_p,head_x,head_y,head_z,cSho_p,cSho_x,cSho_y,cSho_z,lSho_p,lSho_x,lSho_y,lSho_z,rSho_p,rSho_x,rSho_y,rSho_z,lElb_p,lElb_x,lElb_y,lElb_z,rElb_p,rElb_x,rElb_y,rElb_z,lWri_p,lWri_x,lWri_y,lWri_z,rWri_p,rWri_x,rWri_y,rWri_z,lHip_p,lHip_x,lHip_y,lHip_z,rHip_p,rHip_x,rHip_y,rHip_z,root_p,root_x,root_y,root_z
576,19.233,1,11,1.8000,1,0.1889,0.6410,-0.0345,1,0.1787,0.5232,-0.0075,1,0.3393,0.5766,0.0294,1,0.0104,0.5137,0.0320,1,0.4895,0.5355,0.3050,1,0.0078,0.3882,0.3225,1,0.4318,0.6548,0.5141,1,-0.0737,0.2938,0.5363,1,0.1565,-0.0000,0.0000,1,-0.1565,0.0000,0.0000,1,-0.0000,0.0000,0.0000
584,19.500,1,11,1.8000,1,0.0282,0.6054,0.2160,1,0.0259,0.5248,0.1253,1,0.1970,0.4980,0.1235,1,-0.1462,0.5217,0.1060,1,0.2645,0.2798,-0.0956,1,-0.3183,0.3473,-0.0943,1,0.2819,0.0624,-0.2126,1,-0.2096,0.1256,-0.1107,1,0.1565,-0.0000,-0.0000,1,-0.1565,0.0000,0.0000,1,0.0000,0.0000,0.0000
592,19.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,20.033,1,11,1.8000,1,-0.0805,0.6711,0.0031,1,-0.0641,0.5511,-0.0022,1,0.0996,0.5080,0.0343,1,-0.2139,0.4641,-0.0012,1,0.1910,0.2117,0.0979,1,-0.2442,0.1517,0.0394,1,0.0904,0.0571,0.2629,1,-0.2504,-0.0527,0.1789,1,0.1565,0.0000,-0.0000,1,-0.1565,-0.0000,-0.0000,1,0.0000,0.0000,0.0000
608,20.300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,20.567,1,11,1.8000,1,0.3258,0.5904,0.0279,1,0.2662,0.4849,0.0219,1,0.4275,0.5033,-0.0385,1,0.0941,0.4899,0.0403,1,0.4991,0.2584,-0.2258,1,0.0433,0.2460,-0.1550,1,0.5662,0.0205,-0.2379,1,-0.0975,0.0622,-0.0676,1,0.1565,-0.0000,0.0000,1,-0.1565,0.0000,0.0000,1,0.0000,0.0000,-0.0000
624,20.833,1,11,1.8000,1,-0.1388,0.6425,0.1187,1,-0.1150,0.5307,0.0781,1,0.0558,0.5577,0.0672,1,-0.2867,0.5433,0.0971,1,0.2995,0.4018,-0.0612,1,-0.5304,0.3795,-0.0210,1,0.2616,0.5430,0.1385,1,-0.3207,0.5107,-0.0312,1,0.1565,-0.0000,-0.0000,1,-0.1565,0.0000,0.0000,1,0.0000,0.0000,-0.0000
632,21.100,1,11,1.8000,1,0.0331,0.6657,0.0645,1,0.0092,0.5502,0.0360,1,0.1734,0.5475,0.0911,1,-0.1620,0.5663,0.0159,1,0.3130,0.3307,0.2747,1,-0.3573,0.3756,0.1761,1,0.2246,0.4602,0.4661,1,-0.1858,0.4352,0.3444,1,0.1565,-0.0000,0.0000,1,-0.1565,0.0000,0.0000,1,0.0000,0.0000,0.0000
640,21.367,1,11,1.8000,1,-0.1953,0.6451,0.0379,1,-0.1673,0.5276,0.0269,1,0.0044,0.5492,0.0358,1,-0.3349,0.5550,0.0605,1,0.1890,0.3036,0.1118,1,-0.6333,0.5444,0.1657,1,0.0205,0.2273,0.2763,1,-0.5856,0.7867,0.1835,1,0.1565,-0.0000,-0.0000,1,-0.1565,0.0000,0.0000,1,0.0000,0.0000,0.0000
648,21.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,21.900,1,11,1.8000,1,-0.0461,0.6569,0.1169,1,-0.0397,0.5430,0.0756,1,0.1262,0.5690,0.1178,1,-0.2101,0.5551,0.1041,1,0.2661,0.4820,0.3881,1,-0.3459,0.4924,0.3830,1,0.1885,0.5461,0.6142,1,-0.2587,0.5449,0.6086,1,0.1565,0.0000,0.0000,1,-0.1565,0.0000,-0.0000,1,0.0000,-0.0000,0.0000
