frame,t_sec,has_obs,n_joints,bodyHeight,head_p,head_x,head_y,head_z,cSho_p,cSho_x,cSho_y,cSho_z,lSho_p,lSho_x,lSho_y,lSho_z,rSho_p,rSho_x,rSho_y,rSho_z,lElb_p,lElb_x,lElb_y,lElb_z,rElb_p,rElb_x,rElb_y,rElb_z,lWri_p,lWri_x,lWri_y,lWri_z,rWri_p,rWri_x,rWri_y,rWri_z,lHip_p,lHip_x,lHip_y,lHip_z,rHip_p,rHip_x,rHip_y,rHip_z,root_p,root_x,root_y,root_z
162,6.757,1,11,1.8000,1,-0.0452,0.5943,0.2357,1,-0.0435,0.5119,0.1468,1,0.1267,0.5229,0.1772,1,-0.2154,0.5028,0.1655,1,0.4054,0.4656,0.3158,1,-0.4326,0.3222,0.3082,1,0.3982,0.5281,0.5552,1,-0.3597,0.3368,0.5443,1,0.1565,-0.0000,0.0000,1,-0.1565,0.0000,-0.0000,1,0.0000,0.0000,0.0000
165,6.882,1,11,1.8000,1,-0.0383,0.6015,0.2258,1,-0.0328,0.5175,0.1385,1,0.1371,0.5272,0.1706,1,-0.2045,0.4999,0.1531,1,0.3942,0.4208,0.3214,1,-0.3988,0.2917,0.2912,1,0.3607,0.5128,0.5488,1,-0.3371,0.3141,0.5298,1,0.1565,-0.0000,0.0000,1,-0.1565,0.0000,-0.0000,1,0.0000,0.0000,0.0000
168,7.007,1,11,1.8000,1,0.0366,0.6636,0.0818,1,0.0364,0.5513,0.0359,1,0.2079,0.5437,0.0589,1,-0.1364,0.5393,0.0332,1,0.4683,0.4695,0.2228,1,-0.3756,0.3811,0.1671,1,0.4300,0.6497,0.3880,1,-0.3086,0.5268,0.3556,1,0.1565,0.0000,-0.0000,1,-0.1565,-0.0000,0.0000,1,0.0000,0.0000,0.0000
171,7.132,1,11,1.8000,1,0.0176,0.6608,0.0963,1,0.0206,0.5507,0.0457,1,0.1922,0.5441,0.0681,1,-0.1512,0.5311,0.0365,1,0.4703,0.4406,0.1782,1,-0.3803,0.3361,0.1350,1,0.4420,0.6083,0.3581,1,-0.3222,0.4720,0.3335,1,0.1565,0.0000,-0.0000,1,-0.1565,-0.0000,0.0000,1,0.0000,0.0000,0.0000
174,7.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,7.382,1,11,1.8000,1,0.0100,0.6689,0.0631,1,0.0085,0.5535,0.0258,1,0.1796,0.5592,0.0515,1,-0.1639,0.5362,0.0280,1,0.4472,0.4448,0.1759,1,-0.3710,0.3209,0.1326,1,0.4357,0.5917,0.3748,1,-0.2865,0.4177,0.3441,1,0.1565,-0.0000,0.0000,1,-0.1565,0.0000,-0.0000,1,0.0000,0.0000,0.0000
180,7.507,1,11,1.8000,1,0.0068,0.6700,0.0577,1,0.0044,0.5538,0.0230,1,0.1752,0.5625,0.0503,1,-0.1683,0.5401,0.0210,1,0.4496,0.4530,0.1637,1,-0.3851,0.3243,0.1024,1,0.4320,0.6154,0.3497,1,-0.3147,0.4275,0.3161,1,0.1565,0.0000,0.0000,1,-0.1565,0.0000,-0.0000,1,0.0000,0.0000,0.0000
183,7.633,1,11,1.8000,1,0.0205,0.6709,0.0490,1,0.0149,0.5541,0.0169,1,0.1857,0.5500,0.0456,1,-0.1576,0.5409,0.0088,1,0.4327,0.3960,0.1697,1,-0.3751,0.3162,0.0575,1,0.4551,0.5181,0.3839,1,-0.3186,0.4004,0.2833,1,0.1565,0.0000,-0.0000,1,-0.1565,-0.0000,0.0000,1,0.0000,0.0000,0.0000
186,7.758,1,11,1.8000,1,0.0107,0.6713,0.0473,1,0.0064,0.5543,0.0156,1,0.1772,0.5540,0.0443,1,-0.1660,0.5380,0.0126,1,0.4248,0.4129,0.1821,1,-0.3724,0.3113,0.0913,1,0.4384,0.5422,0.3927,1,-0.2926,0.3982,0.3089,1,0.1565,0.0000,-0.0000,1,-0.1565,-0.0000,0.0000,1,0.0000,0.0000,0.0000
189,7.883,1,11,1.8000,1,0.0308,0.6701,0.0515,1,0.0239,0.5537,0.0179,1,0.1947,0.5514,0.0468,1,-0.1487,0.5402,0.0176,1,0.4420,0.4255,0.1991,1,-0.3696,0.3355,0.1150,1,0.4448,0.5663,0.4027,1,-0.2704,0.4385,0.3170,1,0.1565,0.0000,-0.0000,1,-0.1565,-0.0000,0.0000,1,0.0000,0.0000,0.0000
192,8.008,1,11,1.8000,1,0.0154,0.6693,0.0585,1,0.0133,0.5537,0.0218,1,0.1846,0.5408,0.0434,1,-0.1595,0.5418,0.0190,1,0.4562,0.4298,0.1619,1,-0.3891,0.3531,0.1279,1,0.4770,0.5686,0.3658,1,-0.2888,0.4832,0.3130,1,0.1565,-0.0000,-0.0000,1,-0.1565,0.0000,0.0000,1,0.0000,0.0000,0.0000
195,8.133,1,11,1.8000,1,0.0195,0.6667,0.0706,1,0.0177,0.5529,0.0287,1,0.1902,0.5492,0.0436,1,-0.1553,0.5470,0.0348,1,0.4776,0.4732,0.1521,1,-0.3865,0.3777,0.1694,1,0.4858,0.6407,0.3341,1,-0.2862,0.5270,0.3394,1,0.1565,0.0000,-0.0000,1,-0.1565,-0.0000,0.0000,1,0.0000,0.0000,0.0000
198,8.258,1,11,1.8000,1,0.0338,0.6671,0.0657,1,0.0313,0.5527,0.0255,1,0.2034,0.5546,0.0447,1,-0.1418,0.5511,0.0315,1,0.4793,0.5148,0.1946,1,-0.3887,0.4241,0.1835,1,0.4825,0.6994,0.3595,1,-0.3134,0.5888,0.3521,1,0.1565,-0.0000,0.0000,1,-0.1565,0.0000,-0.0000,1,0.0000,0.0000,0.0000
201,8.383,1,11,1.8000,1,-0.0184,0.6056,0.2216,1,-0.0168,0.5196,0.1360,1,0.1525,0.5348,0.1697,1,-0.1877,0.5187,0.1638,1,0.4171,0.4749,0.3326,1,-0.3988,0.3737,0.3498,1,0.4065,0.5753,0.5586,1,-0.3351,0.4238,0.5836,1,0.1565,-0.0000,-0.0000,1,-0.1565,0.0000,0.0000,1,0.0000,0.0000,0.0000
204,8.509,1,11,1.8000,1,-0.0130,0.6079,0.2179,1,-0.0180,0.5209,0.1336,1,0.1512,0.5327,0.1683,1,-0.1870,0.5355,0.1688,1,0.4146,0.4898,0.3385,1,-0.4131,0.4270,0.3618,1,0.4353,0.5803,0.5680,1,-0.3525,0.4547,0.6001,1,0.1565,0.0000,-0.0000,1,-0.1565,-0.0000,0.0000,1,0.0000,0.0000,0.0000
207,8.634,1,11,1.8000,1,-0.0480,0.5932,0.2368,1,-0.0486,0.5106,0.1480,1,0.1211,0.5192,0.1817,1,-0.2192,0.5222,0.1756,1,0.3962,0.4892,0.3353,1,-0.4516,0.3989,0.3515,1,0.4413,0.5397,0.5733,1,-0.3873,0.4010,0.5905,1,0.1565,0.0000,0.0000,1,-0.1565,-0.0000,-0.0000,1,0.0000,0.0000,0.0000
210,8.759,1,11,1.8000,1,-0.0598,0.5846,0.2464,1,-0.0586,0.5053,0.1546,1,0.1117,0.5153,0.1845,1,-0.2298,0.5149,0.1785,1,0.4026,0.5229,0.3091,1,-0.4782,0.3812,0.3220,1,0.4739,0.5227,0.5461,1,-0.4158,0.3413,0.5582,1,0.1565,0.0000,0.0000,1,-0.1565,-0.0000,-0.0000,1,0.0000,0.0000,0.0000
213,8.884,1,11,1.8000,1,-0.0521,0.5817,0.2506,1,-0.0529,0.5042,0.1573,1,0.1173,0.5131,0.1884,1,-0.2240,0.5098,0.1830,1,0.4021,0.4947,0.3251,1,-0.4634,0.3575,0.3234,1,0.4796,0.4473,0.5553,1,-0.4014,0.2772,0.5491,1,0.1565,0.0000,0.0000,1,-0.1565,-0.0000,-0.0000,1,0.0000,0.0000,0.0000
216,9.009,1,11,1.8000,1,-0.0628,0.5799,0.2516,1,-0.0629,0.5022,0.1584,1,0.1070,0.5127,0.1904,1,-0.2339,0.5063,0.1859,1,0.3874,0.5064,0.3371,1,-0.4624,0.3577,0.3467,1,0.4818,0.4724,0.5634,1,-0.3999,0.2731,0.5708,1,0.1565,0.0000,0.0000,1,-0.1565,-0.0000,-0.0000,1,0.0000,0.0000,0.0000
