frame,t_sec,total_joints,nose_conf,nose_x,nose_y,lSho_conf,lSho_x,lSho_y,rSho_conf,rSho_x,rSho_y,lElb_conf,lElb_x,lElb_y,rElb_conf,rElb_x,rElb_y,lWri_conf,lWri_x,lWri_y,rWri_conf,rWri_x,rWri_y,lHip_conf,lHip_x,lHip_y,rHip_conf,rHip_x,rHip_y
91,3.795,12,0.774,0.5749,0.4646,0.553,0.6724,0.2437,0.653,0.5030,0.2183,0.714,0.7492,0.3967,0.762,0.3546,0.2640,0.721,0.7351,0.6874,0.673,0.3511,0.4974,0.000,0.0000,1.0000,0.000,0.0000,1.0000
92,3.837,12,0.809,0.5699,0.4862,0.559,0.6714,0.2569,0.653,0.5045,0.2368,0.776,0.7521,0.4026,0.750,0.3542,0.2659,0.742,0.7352,0.6906,0.665,0.3514,0.5011,0.000,0.0000,1.0000,0.000,0.0000,1.0000
93,3.879,12,0.811,0.5686,0.5071,0.562,0.6709,0.2769,0.660,0.5024,0.2596,0.792,0.7538,0.4020,0.717,0.3554,0.2700,0.748,0.7359,0.6945,0.748,0.3527,0.5083,0.000,0.0000,1.0000,0.000,0.0000,1.0000
94,3.921,11,0.829,0.5663,0.5195,0.594,0.6710,0.2986,0.704,0.5024,0.2773,0.814,0.7564,0.4016,0.724,0.3570,0.2719,0.762,0.7360,0.6976,0.797,0.3533,0.5131,0.000,0.0000,1.0000,0.000,0.0000,1.0000
95,3.962,11,0.756,0.5639,0.5427,0.604,0.6677,0.3182,0.676,0.5037,0.2946,0.820,0.7586,0.4028,0.751,0.3582,0.2785,0.758,0.7364,0.7010,0.778,0.3534,0.5188,0.000,0.0000,1.0000,0.000,0.0000,1.0000
96,4.004,11,0.798,0.5665,0.5645,0.629,0.6678,0.3407,0.666,0.5048,0.3126,0.803,0.7596,0.4079,0.761,0.3572,0.2821,0.745,0.7367,0.7000,0.781,0.3534,0.5240,0.000,0.0000,1.0000,0.000,0.0000,1.0000
97,4.046,12,0.766,0.5642,0.5854,0.650,0.6657,0.3689,0.687,0.5036,0.3315,0.758,0.7614,0.4122,0.766,0.3577,0.2874,0.744,0.7373,0.7008,0.829,0.3546,0.5259,0.000,0.0000,1.0000,0.000,0.0000,1.0000
98,4.087,12,0.815,0.5643,0.5961,0.663,0.6660,0.3871,0.721,0.5030,0.3495,0.766,0.7623,0.4192,0.739,0.3583,0.2907,0.734,0.7377,0.7038,0.832,0.3549,0.5276,0.000,0.0000,1.0000,0.000,0.0000,1.0000
99,4.129,12,0.734,0.5622,0.6229,0.655,0.6645,0.4099,0.723,0.5010,0.3651,0.773,0.7622,0.4231,0.745,0.3598,0.2943,0.744,0.7386,0.7043,0.807,0.3556,0.5351,0.000,0.0000,1.0000,0.000,0.0000,1.0000
100,4.171,12,0.735,0.5623,0.6469,0.627,0.6628,0.4287,0.719,0.4993,0.3831,0.771,0.7615,0.4258,0.755,0.3603,0.2963,0.721,0.7387,0.7066,0.784,0.3572,0.5358,0.000,0.0000,1.0000,0.000,0.0000,1.0000
101,4.213,12,0.792,0.5598,0.6649,0.641,0.6616,0.4551,0.688,0.4986,0.4007,0.759,0.7627,0.4302,0.760,0.3617,0.2999,0.724,0.7386,0.7092,0.762,0.3585,0.5360,0.000,0.0000,1.0000,0.000,0.0000,1.0000
102,4.254,12,0.789,0.5622,0.6802,0.681,0.6610,0.4772,0.684,0.4955,0.4162,0.747,0.7629,0.4353,0.772,0.3634,0.3041,0.753,0.7385,0.7115,0.728,0.3591,0.5393,0.000,0.0000,1.0000,0.000,0.0000,1.0000
103,4.296,14,0.689,0.5523,0.6631,0.666,0.6626,0.4875,0.715,0.4953,0.4311,0.715,0.7632,0.4390,0.797,0.3644,0.3069,0.762,0.7389,0.7148,0.698,0.3612,0.5405,0.110,0.6029,0.0337,0.150,0.4915,0.0339
104,4.338,15,0.528,0.5577,0.6705,0.635,0.6642,0.5025,0.729,0.4920,0.4436,0.732,0.7642,0.4416,0.779,0.3651,0.3092,0.759,0.7387,0.7181,0.718,0.3639,0.5395,0.185,0.6025,0.0356,0.211,0.4906,0.0360
105,4.379,15,0.230,0.5702,0.6542,0.646,0.6648,0.5115,0.696,0.4900,0.4542,0.733,0.7623,0.4446,0.740,0.3662,0.3128,0.779,0.7396,0.7199,0.752,0.3639,0.5461,0.238,0.5995,0.0373,0.235,0.4902,0.0429
106,4.421,15,0.233,0.5758,0.6549,0.628,0.6613,0.5231,0.751,0.4917,0.4692,0.742,0.7616,0.4483,0.737,0.3678,0.3183,0.762,0.7399,0.7228,0.806,0.3653,0.5499,0.336,0.5966,0.0443,0.315,0.4873,0.0464
107,4.463,15,0.346,0.6249,0.6974,0.659,0.6626,0.5354,0.700,0.4915,0.4777,0.731,0.7614,0.4491,0.742,0.3698,0.3232,0.772,0.7402,0.7232,0.815,0.3648,0.5502,0.382,0.5959,0.0479,0.382,0.4898,0.0534
108,4.504,15,0.296,0.6214,0.6995,0.677,0.6621,0.5421,0.714,0.4923,0.4818,0.731,0.7615,0.4506,0.736,0.3712,0.3275,0.761,0.7400,0.7244,0.834,0.3654,0.5537,0.372,0.5964,0.0531,0.400,0.4880,0.0566
109,4.546,15,0.384,0.6252,0.7077,0.683,0.6619,0.5431,0.736,0.4924,0.4848,0.731,0.7621,0.4535,0.738,0.3715,0.3294,0.743,0.7402,0.7258,0.833,0.3660,0.5538,0.373,0.5965,0.0562,0.433,0.4894,0.0587
110,4.588,15,0.179,0.5826,0.7346,0.673,0.6615,0.5423,0.739,0.4927,0.4846,0.711,0.7626,0.4567,0.740,0.3699,0.3307,0.735,0.7405,0.7290,0.832,0.3669,0.5555,0.370,0.5960,0.0547,0.437,0.4886,0.0573
111,4.630,15,0.150,0.5850,0.7228,0.671,0.6618,0.5410,0.722,0.4938,0.4816,0.724,0.7634,0.4598,0.747,0.3669,0.3316,0.757,0.7404,0.7308,0.807,0.3673,0.5593,0.375,0.5969,0.0530,0.396,0.4893,0.0548
112,4.671,15,0.236,0.5644,0.7085,0.680,0.6625,0.5336,0.706,0.4944,0.4769,0.753,0.7645,0.4635,0.744,0.3651,0.3337,0.770,0.7394,0.7337,0.793,0.3677,0.5605,0.365,0.5985,0.0455,0.323,0.4897,0.0491
113,4.713,14,0.728,0.5522,0.6955,0.687,0.6619,0.5242,0.745,0.4940,0.4714,0.793,0.7670,0.4669,0.743,0.3630,0.3374,0.787,0.7391,0.7367,0.762,0.3692,0.5623,0.359,0.5963,0.0428,0.305,0.4888,0.0453
114,4.755,14,0.732,0.5592,0.7101,0.678,0.6620,0.5119,0.669,0.4926,0.4581,0.798,0.7682,0.4708,0.771,0.3611,0.3416,0.780,0.7382,0.7396,0.782,0.3688,0.5645,0.244,0.5987,0.0364,0.232,0.4902,0.0411
115,4.796,14,0.816,0.5574,0.6939,0.652,0.6619,0.4990,0.712,0.4914,0.4472,0.796,0.7691,0.4729,0.787,0.3586,0.3434,0.773,0.7382,0.7405,0.772,0.3682,0.5677,0.181,0.6015,0.0347,0.173,0.4915,0.0365
116,4.838,13,0.861,0.5561,0.6793,0.728,0.6600,0.4839,0.714,0.4921,0.4335,0.798,0.7689,0.4731,0.791,0.3567,0.3458,0.763,0.7380,0.7410,0.755,0.3694,0.5745,0.000,0.0000,1.0000,0.105,0.4902,0.0343
117,4.880,12,0.849,0.5570,0.6605,0.698,0.6603,0.4663,0.702,0.4921,0.4209,0.774,0.7687,0.4756,0.768,0.3557,0.3494,0.758,0.7375,0.7417,0.731,0.3705,0.5800,0.000,0.0000,1.0000,0.000,0.0000,1.0000
118,4.922,12,0.855,0.5562,0.6378,0.696,0.6604,0.4437,0.711,0.4965,0.4047,0.768,0.7668,0.4758,0.750,0.3560,0.3521,0.768,0.7378,0.7419,0.730,0.3711,0.5847,0.000,0.0000,1.0000,0.000,0.0000,1.0000
119,4.963,11,0.796,0.5557,0.6066,0.630,0.6614,0.4166,0.653,0.5001,0.3895,0.774,0.7652,0.4745,0.734,0.3571,0.3539,0.756,0.7376,0.7425,0.776,0.3716,0.5885,0.000,0.0000,1.0000,0.000,0.0000,1.0000
120,5.005,12,0.810,0.5575,0.5851,0.675,0.6636,0.4055,0.653,0.5042,0.3759,0.735,0.7628,0.4773,0.727,0.3593,0.3551,0.765,0.7366,0.7418,0.760,0.3719,0.5857,0.000,0.0000,1.0000,0.000,0.0000,1.0000
121,5.047,12,0.820,0.5579,0.5634,0.664,0.6602,0.3868,0.672,0.5025,0.3634,0.746,0.7598,0.4765,0.726,0.3600,0.3564,0.775,0.7356,0.7435,0.759,0.3732,0.5855,0.000,0.0000,1.0000,0.000,0.0000,1.0000
122,5.088,11,0.896,0.5526,0.5371,0.629,0.6587,0.3678,0.706,0.5010,0.3504,0.742,0.7583,0.4769,0.735,0.3601,0.3594,0.767,0.7346,0.7448,0.780,0.3729,0.5875,0.000,0.0000,1.0000,0.000,0.0000,1.0000
123,5.130,12,0.838,0.5536,0.5176,0.620,0.6559,0.3517,0.664,0.4992,0.3327,0.743,0.7539,0.4764,0.759,0.3614,0.3631,0.757,0.7344,0.7457,0.782,0.3723,0.5880,0.000,0.0000,1.0000,0.000,0.0000,1.0000
124,5.172,12,0.831,0.5527,0.5010,0.612,0.6573,0.3385,0.694,0.4993,0.3175,0.700,0.7499,0.4821,0.779,0.3618,0.3672,0.742,0.7345,0.7455,0.771,0.3729,0.5868,0.000,0.0000,1.0000,0.000,0.0000,1.0000
125,5.214,12,0.825,0.5533,0.4817,0.571,0.6538,0.3185,0.707,0.4995,0.3050,0.688,0.7466,0.4869,0.772,0.3628,0.3696,0.740,0.7343,0.7458,0.746,0.3745,0.5872,0.000,0.0000,1.0000,0.000,0.0000,1.0000
126,5.255,11,0.820,0.5504,0.4571,0.541,0.6521,0.3092,0.669,0.4996,0.2932,0.622,0.7421,0.4842,0.779,0.3641,0.3724,0.736,0.7336,0.7456,0.753,0.3760,0.5883,0.000,0.0000,1.0000,0.000,0.0000,1.0000
127,5.297,11,0.785,0.5492,0.4424,0.549,0.6511,0.2953,0.708,0.5006,0.2828,0.601,0.7355,0.4665,0.783,0.3662,0.3764,0.721,0.7322,0.7465,0.779,0.3766,0.5905,0.000,0.0000,1.0000,0.000,0.0000,1.0000
128,5.339,11,0.841,0.5505,0.4291,0.543,0.6498,0.2812,0.675,0.5007,0.2708,0.659,0.7336,0.4720,0.807,0.3693,0.3794,0.715,0.7314,0.7488,0.803,0.3778,0.5931,0.000,0.0000,1.0000,0.000,0.0000,1.0000
129,5.380,12,0.792,0.5501,0.4173,0.501,0.6490,0.2652,0.722,0.5028,0.2586,0.662,0.7324,0.4814,0.814,0.3723,0.3813,0.705,0.7305,0.7499,0.815,0.3782,0.5921,0.000,0.0000,1.0000,0.000,0.0000,1.0000
130,5.422,11,0.818,0.5475,0.4071,0.500,0.6474,0.2471,0.673,0.5004,0.2523,0.562,0.7279,0.4860,0.791,0.3750,0.3849,0.727,0.7301,0.7516,0.815,0.3785,0.5953,0.000,0.0000,1.0000,0.000,0.0000,1.0000
131,5.464,11,0.794,0.5440,0.3977,0.484,0.6467,0.2331,0.646,0.4999,0.2439,0.618,0.7219,0.4724,0.815,0.3778,0.3897,0.714,0.7290,0.7476,0.812,0.3792,0.5981,0.000,0.0000,1.0000,0.000,0.0000,1.0000
132,5.505,11,0.849,0.5446,0.3885,0.524,0.6480,0.2251,0.660,0.5021,0.2355,0.627,0.7181,0.4691,0.807,0.3811,0.3913,0.705,0.7279,0.7505,0.800,0.3799,0.5983,0.000,0.0000,1.0000,0.000,0.0000,1.0000
133,5.547,11,0.831,0.5435,0.3800,0.513,0.6462,0.2316,0.606,0.4997,0.2270,0.589,0.7154,0.4645,0.795,0.3849,0.3906,0.687,0.7274,0.7503,0.781,0.3807,0.5980,0.000,0.0000,1.0000,0.000,0.0000,1.0000
134,5.589,11,0.818,0.5434,0.3764,0.535,0.6455,0.2188,0.635,0.4995,0.2214,0.607,0.7132,0.4571,0.753,0.3879,0.3950,0.688,0.7270,0.7515,0.794,0.3812,0.5997,0.000,0.0000,1.0000,0.000,0.0000,1.0000
135,5.631,11,0.868,0.5416,0.3730,0.498,0.6439,0.2196,0.644,0.4989,0.2188,0.593,0.7125,0.4626,0.773,0.3892,0.3986,0.707,0.7269,0.7530,0.771,0.3820,0.6003,0.000,0.0000,1.0000,0.000,0.0000,1.0000
136,5.672,11,0.858,0.5417,0.3728,0.536,0.6440,0.2133,0.646,0.4982,0.2159,0.624,0.7099,0.4544,0.815,0.3904,0.4047,0.720,0.7264,0.7555,0.740,0.3838,0.6018,0.000,0.0000,1.0000,0.000,0.0000,1.0000
137,5.714,11,0.857,0.5411,0.3734,0.552,0.6427,0.2123,0.638,0.4980,0.2153,0.554,0.7089,0.4604,0.826,0.3918,0.4073,0.720,0.7264,0.7557,0.733,0.3848,0.6014,0.000,0.0000,1.0000,0.000,0.0000,1.0000
138,5.756,11,0.830,0.5411,0.3749,0.573,0.6422,0.2159,0.650,0.4973,0.2178,0.558,0.7063,0.4614,0.830,0.3926,0.4116,0.726,0.7266,0.7580,0.746,0.3852,0.6062,0.000,0.0000,1.0000,0.000,0.0000,1.0000
139,5.797,11,0.855,0.5418,0.3854,0.571,0.6413,0.2175,0.653,0.4969,0.2206,0.490,0.7052,0.4617,0.801,0.3933,0.4170,0.723,0.7263,0.7608,0.739,0.3863,0.6083,0.000,0.0000,1.0000,0.000,0.0000,1.0000
140,5.839,11,0.872,0.5429,0.3937,0.548,0.6399,0.2186,0.637,0.4963,0.2268,0.449,0.7035,0.4558,0.824,0.3935,0.4202,0.719,0.7262,0.7616,0.722,0.3870,0.6077,0.000,0.0000,1.0000,0.000,0.0000,1.0000
141,5.881,11,0.823,0.5435,0.4032,0.533,0.6386,0.2188,0.645,0.4960,0.2309,0.497,0.7086,0.4946,0.836,0.3933,0.4240,0.722,0.7261,0.7654,0.744,0.3869,0.6145,0.000,0.0000,1.0000,0.000,0.0000,1.0000
142,5.923,11,0.834,0.5473,0.4146,0.504,0.6393,0.2296,0.689,0.4941,0.2387,0.496,0.7076,0.4941,0.837,0.3927,0.4290,0.713,0.7262,0.7661,0.718,0.3877,0.6199,0.000,0.0000,1.0000,0.000,0.0000,1.0000
143,5.964,11,0.838,0.5486,0.4294,0.469,0.6381,0.2227,0.655,0.4951,0.2430,0.452,0.7050,0.4803,0.821,0.3923,0.4327,0.687,0.7262,0.7682,0.711,0.3890,0.6253,0.000,0.0000,1.0000,0.000,0.0000,1.0000
144,6.006,11,0.875,0.5509,0.4340,0.524,0.6404,0.2320,0.641,0.4966,0.2489,0.435,0.7070,0.4950,0.814,0.3920,0.4346,0.704,0.7258,0.7717,0.726,0.3892,0.6271,0.000,0.0000,1.0000,0.000,0.0000,1.0000
145,6.048,12,0.829,0.5523,0.4468,0.556,0.6420,0.2399,0.639,0.4973,0.2541,0.467,0.7109,0.5168,0.813,0.3925,0.4352,0.722,0.7261,0.7739,0.763,0.3900,0.6323,0.000,0.0000,1.0000,0.000,0.0000,1.0000
146,6.089,12,0.853,0.5538,0.4553,0.518,0.6434,0.2546,0.634,0.4997,0.2608,0.543,0.7123,0.5241,0.817,0.3926,0.4364,0.740,0.7257,0.7758,0.786,0.3902,0.6347,0.000,0.0000,1.0000,0.000,0.0000,1.0000
147,6.131,12,0.821,0.5600,0.4719,0.524,0.6420,0.2440,0.591,0.5005,0.2689,0.631,0.7132,0.5269,0.808,0.3939,0.4367,0.751,0.7255,0.7786,0.776,0.3905,0.6376,0.000,0.0000,1.0000,0.000,0.0000,1.0000
148,6.173,12,0.816,0.5618,0.4784,0.520,0.6433,0.2542,0.635,0.5028,0.2748,0.670,0.7143,0.5283,0.792,0.3949,0.4387,0.764,0.7257,0.7815,0.768,0.3904,0.6400,0.000,0.0000,1.0000,0.000,0.0000,1.0000
149,6.215,12,0.755,0.5614,0.4838,0.495,0.6442,0.2592,0.660,0.5058,0.2853,0.683,0.7162,0.5379,0.800,0.3947,0.4401,0.750,0.7258,0.7840,0.767,0.3909,0.6449,0.000,0.0000,1.0000,0.000,0.0000,1.0000
150,6.256,12,0.833,0.5652,0.4953,0.493,0.6462,0.2658,0.647,0.5080,0.2896,0.689,0.7172,0.5411,0.808,0.3959,0.4413,0.746,0.7255,0.7872,0.807,0.3914,0.6492,0.000,0.0000,1.0000,0.000,0.0000,1.0000
151,6.298,12,0.811,0.5670,0.5035,0.494,0.6458,0.2766,0.648,0.5096,0.2937,0.626,0.7160,0.5373,0.834,0.3956,0.4431,0.732,0.7251,0.7890,0.831,0.3920,0.6529,0.000,0.0000,1.0000,0.000,0.0000,1.0000
152,6.340,12,0.856,0.5684,0.5121,0.521,0.6494,0.2831,0.656,0.5112,0.3067,0.728,0.7189,0.5466,0.828,0.3964,0.4446,0.732,0.7249,0.7900,0.820,0.3922,0.6537,0.000,0.0000,1.0000,0.000,0.0000,1.0000
153,6.381,12,0.797,0.5709,0.5178,0.529,0.6523,0.3079,0.661,0.5124,0.3168,0.722,0.7200,0.5522,0.804,0.3972,0.4443,0.720,0.7246,0.7911,0.834,0.3924,0.6562,0.000,0.0000,1.0000,0.000,0.0000,1.0000
154,6.423,12,0.804,0.5729,0.5333,0.548,0.6531,0.3237,0.728,0.5170,0.3276,0.694,0.7214,0.5610,0.798,0.3980,0.4450,0.725,0.7242,0.7936,0.832,0.3925,0.6587,0.000,0.0000,1.0000,0.000,0.0000,1.0000
155,6.465,12,0.771,0.5759,0.5447,0.508,0.6559,0.3392,0.740,0.5181,0.3378,0.709,0.7220,0.5619,0.797,0.3989,0.4471,0.754,0.7239,0.7976,0.821,0.3920,0.6622,0.000,0.0000,1.0000,0.000,0.0000,1.0000
156,6.507,12,0.754,0.5737,0.5531,0.553,0.6563,0.3427,0.728,0.5215,0.3474,0.720,0.7229,0.5648,0.798,0.3984,0.4494,0.761,0.7237,0.7989,0.824,0.3920,0.6638,0.000,0.0000,1.0000,0.000,0.0000,1.0000
157,6.548,12,0.771,0.5758,0.5663,0.630,0.6587,0.3496,0.701,0.5216,0.3556,0.719,0.7233,0.5684,0.785,0.3991,0.4532,0.779,0.7228,0.8007,0.817,0.3926,0.6661,0.000,0.0000,1.0000,0.000,0.0000,1.0000
158,6.590,12,0.834,0.5775,0.5777,0.652,0.6591,0.3561,0.696,0.5237,0.3694,0.715,0.7243,0.5723,0.792,0.4001,0.4535,0.784,0.7224,0.8021,0.820,0.3931,0.6681,0.000,0.0000,1.0000,0.000,0.0000,1.0000
159,6.632,12,0.775,0.5792,0.5857,0.660,0.6594,0.3611,0.711,0.5262,0.3804,0.708,0.7253,0.5775,0.779,0.3999,0.4557,0.777,0.7224,0.8051,0.840,0.3932,0.6696,0.000,0.0000,1.0000,0.000,0.0000,1.0000
160,6.673,12,0.842,0.5791,0.5988,0.621,0.6619,0.3804,0.715,0.5282,0.3898,0.714,0.7254,0.5834,0.778,0.4009,0.4576,0.779,0.7217,0.8053,0.846,0.3931,0.6702,0.000,0.0000,1.0000,0.000,0.0000,1.0000
161,6.715,12,0.737,0.5851,0.6064,0.629,0.6627,0.4080,0.707,0.5261,0.3998,0.728,0.7255,0.5853,0.790,0.4012,0.4590,0.777,0.7209,0.8044,0.840,0.3932,0.6698,0.000,0.0000,1.0000,0.000,0.0000,1.0000
162,6.757,15,0.785,0.5830,0.6221,0.620,0.6625,0.4230,0.697,0.5234,0.4136,0.745,0.7258,0.5865,0.799,0.4016,0.4604,0.778,0.7208,0.8053,0.847,0.3931,0.6704,0.104,0.5942,0.0318,0.135,0.4974,0.0381
163,6.798,15,0.763,0.5852,0.6332,0.606,0.6632,0.4369,0.726,0.5245,0.4261,0.752,0.7261,0.5894,0.808,0.4016,0.4628,0.782,0.7200,0.8060,0.853,0.3930,0.6729,0.206,0.5923,0.0377,0.274,0.5063,0.0448
164,6.840,15,0.793,0.5817,0.6504,0.647,0.6668,0.4593,0.719,0.5230,0.4380,0.782,0.7271,0.5953,0.810,0.4010,0.4658,0.783,0.7196,0.8071,0.856,0.3930,0.6743,0.342,0.5889,0.0414,0.362,0.5009,0.0539
165,6.882,15,0.814,0.5840,0.6636,0.669,0.6629,0.4707,0.719,0.5232,0.4532,0.784,0.7274,0.5964,0.811,0.4004,0.4686,0.766,0.7187,0.8110,0.868,0.3926,0.6774,0.407,0.5849,0.0509,0.450,0.4969,0.0609
166,6.924,15,0.837,0.5821,0.6785,0.658,0.6661,0.4844,0.758,0.5208,0.4648,0.791,0.7279,0.5959,0.789,0.3993,0.4689,0.762,0.7180,0.8125,0.870,0.3929,0.6796,0.403,0.5857,0.0561,0.490,0.4948,0.0701
167,6.965,15,0.780,0.5828,0.6916,0.661,0.6637,0.4990,0.739,0.5218,0.4786,0.795,0.7298,0.5922,0.799,0.3986,0.4709,0.773,0.7174,0.8125,0.857,0.3926,0.6822,0.404,0.5824,0.0673,0.495,0.4927,0.0860
168,7.007,15,0.755,0.5806,0.7100,0.734,0.6601,0.5150,0.746,0.5207,0.4960,0.795,0.7333,0.5902,0.793,0.3987,0.4724,0.770,0.7172,0.8126,0.842,0.3925,0.6834,0.455,0.5815,0.0862,0.530,0.4927,0.1082
169,7.049,15,0.884,0.5783,0.7249,0.733,0.6558,0.5314,0.788,0.5191,0.5134,0.790,0.7340,0.5886,0.790,0.3986,0.4741,0.778,0.7158,0.8129,0.838,0.3921,0.6842,0.488,0.5793,0.0962,0.520,0.4913,0.1251
170,7.090,15,0.790,0.5757,0.7381,0.730,0.6569,0.5496,0.775,0.5183,0.5265,0.763,0.7347,0.5876,0.793,0.3985,0.4755,0.784,0.7153,0.8144,0.829,0.3921,0.6857,0.543,0.5783,0.1163,0.524,0.4917,0.1389
171,7.132,15,0.750,0.5743,0.7525,0.740,0.6544,0.5651,0.795,0.5157,0.5360,0.773,0.7362,0.5890,0.782,0.3979,0.4775,0.794,0.7150,0.8148,0.817,0.3913,0.6871,0.552,0.5786,0.1330,0.543,0.4937,0.1595
172,7.174,15,0.771,0.5745,0.7693,0.749,0.6528,0.5759,0.797,0.5169,0.5497,0.760,0.7366,0.5856,0.765,0.3959,0.4810,0.793,0.7147,0.8154,0.818,0.3908,0.6870,0.522,0.5737,0.1507,0.513,0.4925,0.1740
173,7.216,15,0.794,0.5719,0.7836,0.698,0.6534,0.5861,0.736,0.5141,0.5615,0.757,0.7360,0.5871,0.774,0.3972,0.4853,0.769,0.7137,0.8143,0.806,0.3908,0.6873,0.521,0.5721,0.1557,0.492,0.4917,0.1882
174,7.257,15,0.809,0.5714,0.8027,0.709,0.6520,0.6075,0.792,0.5110,0.5712,0.774,0.7348,0.5894,0.771,0.3984,0.4871,0.765,0.7124,0.8165,0.795,0.3905,0.6880,0.528,0.5713,0.1746,0.505,0.4919,0.2009
175,7.299,15,0.801,0.5692,0.8079,0.651,0.6507,0.6196,0.750,0.5116,0.5813,0.790,0.7340,0.5926,0.768,0.3993,0.4902,0.760,0.7117,0.8155,0.803,0.3905,0.6871,0.527,0.5695,0.1839,0.537,0.4886,0.2150
176,7.341,15,0.612,0.5666,0.8063,0.665,0.6499,0.6384,0.755,0.5113,0.5943,0.784,0.7321,0.5909,0.763,0.4000,0.4917,0.754,0.7114,0.8143,0.804,0.3905,0.6871,0.520,0.5699,0.1947,0.514,0.4879,0.2286
177,7.382,15,0.307,0.5764,0.8136,0.723,0.6464,0.6501,0.746,0.5070,0.6071,0.779,0.7300,0.5902,0.754,0.4001,0.4930,0.743,0.7111,0.8136,0.798,0.3904,0.6876,0.514,0.5688,0.2122,0.530,0.4882,0.2386
178,7.424,15,0.268,0.5741,0.8063,0.723,0.6446,0.6578,0.779,0.5036,0.6182,0.756,0.7271,0.5895,0.753,0.3996,0.4938,0.755,0.7103,0.8140,0.805,0.3901,0.6884,0.527,0.5677,0.2242,0.497,0.4852,0.2469
179,7.466,15,0.304,0.6042,0.8176,0.732,0.6421,0.6724,0.708,0.5007,0.6260,0.748,0.7254,0.5904,0.745,0.3992,0.4956,0.776,0.7096,0.8161,0.824,0.3899,0.6905,0.539,0.5673,0.2339,0.523,0.4848,0.2571
180,7.507,14,0.759,0.6169,0.8088,0.741,0.6417,0.6771,0.763,0.4990,0.6355,0.755,0.7238,0.5935,0.734,0.3991,0.4977,0.813,0.7081,0.8197,0.826,0.3899,0.6913,0.540,0.5673,0.2414,0.540,0.4833,0.2619
181,7.549,14,0.771,0.6145,0.8163,0.714,0.6414,0.6818,0.776,0.4973,0.6405,0.755,0.7228,0.5963,0.719,0.3992,0.4998,0.818,0.7077,0.8208,0.833,0.3900,0.6919,0.528,0.5671,0.2461,0.521,0.4833,0.2719
182,7.591,15,0.738,0.6138,0.8220,0.683,0.6386,0.6823,0.755,0.4945,0.6433,0.767,0.7209,0.5955,0.720,0.3982,0.5008,0.817,0.7061,0.8192,0.832,0.3898,0.6939,0.520,0.5659,0.2519,0.535,0.4818,0.2722
183,7.633,15,0.665,0.6089,0.8226,0.678,0.6377,0.6854,0.733,0.4932,0.6454,0.768,0.7179,0.5959,0.724,0.3974,0.5029,0.815,0.7049,0.8193,0.838,0.3899,0.6951,0.528,0.5644,0.2541,0.530,0.4798,0.2731
184,7.674,15,0.638,0.6096,0.8231,0.669,0.6363,0.6856,0.736,0.4921,0.6454,0.751,0.7160,0.5984,0.740,0.3964,0.5030,0.803,0.7040,0.8190,0.833,0.3899,0.6959,0.538,0.5632,0.2551,0.539,0.4794,0.2759
185,7.716,14,0.696,0.6121,0.8259,0.682,0.6362,0.6836,0.752,0.4921,0.6433,0.736,0.7141,0.5997,0.753,0.3942,0.5023,0.810,0.7030,0.8196,0.822,0.3900,0.6958,0.527,0.5621,0.2477,0.523,0.4776,0.2727
186,7.758,15,0.643,0.6105,0.8264,0.695,0.6362,0.6790,0.782,0.4922,0.6403,0.746,0.7138,0.5998,0.757,0.3919,0.5032,0.806,0.7024,0.8187,0.817,0.3897,0.6943,0.536,0.5595,0.2357,0.508,0.4749,0.2610
187,7.799,15,0.658,0.6060,0.8186,0.731,0.6343,0.6748,0.780,0.4911,0.6346,0.743,0.7141,0.6019,0.770,0.3905,0.5048,0.808,0.7021,0.8185,0.823,0.3896,0.6949,0.548,0.5590,0.2349,0.549,0.4761,0.2601
188,7.841,15,0.368,0.6007,0.8152,0.708,0.6326,0.6636,0.747,0.4905,0.6266,0.746,0.7158,0.6042,0.763,0.3887,0.5054,0.805,0.7017,0.8197,0.809,0.3892,0.6960,0.534,0.5580,0.2248,0.522,0.4735,0.2529
189,7.883,15,0.231,0.5763,0.8119,0.758,0.6321,0.6547,0.806,0.4902,0.6172,0.769,0.7178,0.6057,0.766,0.3863,0.5066,0.798,0.7013,0.8200,0.805,0.3894,0.6971,0.526,0.5572,0.2170,0.515,0.4745,0.2429
190,7.925,15,0.513,0.5565,0.8249,0.715,0.6318,0.6421,0.766,0.4910,0.6065,0.790,0.7184,0.6070,0.782,0.3832,0.5083,0.785,0.7003,0.8206,0.791,0.3888,0.6995,0.536,0.5567,0.1964,0.523,0.4709,0.2224
191,7.966,14,0.721,0.5508,0.8111,0.738,0.6309,0.6267,0.806,0.4915,0.5937,0.795,0.7191,0.6060,0.788,0.3796,0.5082,0.784,0.6988,0.8205,0.775,0.3889,0.7008,0.532,0.5560,0.1905,0.542,0.4701,0.2137
192,8.008,14,0.771,0.5499,0.7965,0.760,0.6317,0.6089,0.769,0.4942,0.5811,0.806,0.7189,0.6072,0.778,0.3778,0.5073,0.793,0.6980,0.8205,0.772,0.3887,0.7012,0.539,0.5563,0.1741,0.519,0.4703,0.1987
193,8.050,14,0.818,0.5488,0.7808,0.741,0.6320,0.5892,0.787,0.4932,0.5721,0.816,0.7185,0.6081,0.762,0.3762,0.5075,0.793,0.6969,0.8189,0.787,0.3893,0.6993,0.560,0.5546,0.1555,0.557,0.4694,0.1795
